"CO_NCM";"CO_SH6";"NO_NCM_POR";"NO_NCM_ING"
"28257090";"282570";"Outros óxidos e hidróxidos de molibdênio";"Other molybdenum oxides and hydroxides"
"28258010";"282580";"Trióxido de antimônio";"Antimony trioxide"
"94060099";"940600";"Outras construções pré-fabricadas, de outras matérias";"Other prefabricated buildings, of other materials"
"95010000";"950100";"Brinquedos de rodas para crianças e carrinhos para bonecos";"Wheeled toys for children and dolls' carriages"
"95021010";"950210";"Bonecos de figura humana, com mecanismo à corda/elétrico";"Dolls represent.human beings,with mechan./electric"
"73202010";"732020";"Molas helicoidais cilíndricas, de ferro ou aço";"Cylindrical helical springs, of iron or steel"
"73202090";"732020";"Outras molas helicoidais de ferro ou aço";"Other helical springs, of iron or steel"
"73209000";"732090";"Outras molas de ferro ou aço";"Other springs of iron or steel"
"73211100";"732111";"Aparelhos para cozinhar e aquecedores de pratos, de ferro fundido, ferro ou aço, a combustíveis gasosos, ou a gás e outros combustíveis";"Cooking/warmers appliances, of iron, etc.gaseous fuel"
"73211200";"732112";"Aparelhos para cozinhar e aquecedores de pratos, de ferro fundido, ferro ou aço, a combustíveis líquidos";"Cooking/warmers appliances, of iron, etc.liquid fuel"
"73211300";"732113";"Aparelhos para cozinhar/aquecer, de ferro, etc, combustível sólido";"Cooking/warmers appliances, of iron, etc.solid fuels"
"73211900";"732119";"Outros aparelhos para cozinhar e aquecedores de pratos, incluindo os aparelhos a combustíveis sólidos";"Other appliances for cooking and plate warmers, for solid fuels"
"73218100";"732181";"Outros aquecedores, etc, de ferro/aço, a combustíveis gasosos, ou a gás e outros combustíveis";"Other heaters, etc.of iron/steel, gas/oth.fuels"
"90303311";"903033";"Voltímetros digitais";"Digital voltmeters"
"90303319";"903033";"Qualquer outro voltímetro";"Any other voltmeters"
"90303321";"903033";"Amperímetros sem dispositivo registrador, do tipo dos utilizados em veículos automóveis";"Ammeters without recording device f/motor vehicles"
"90303329";"903033";"Outros amperímetros sem dispositivo registrador";"Other ammeters without recording device"
"90303390";"903033";"Outros aparelhos e instrumentos sem dispositivo registrador";"Other instruments and appliances without a recording device"
"90303910";"903039";"Instrumento/aparelho com dispositivo registrador, de teste de continuidade em circuitos impressos";"Instr./appar. with test. reg.dev. of print.circuit."
"90303911";"903039";"Voltímetros digitais, sem dispositivo registrador";"Digital voltmeters without recording device"
"90303919";"903039";"Outros voltímetros sem dispositivo registrador";"Other voltmeters without recording device"
"90303921";"903039";"Amperímetros sem dispositivo registrador, para veículos automóveis";"Ammeters without recording device f/motor vehicles"
"90303929";"903039";"Outros amperímetros sem dispositivo registrador";"Other ammeters without recording device"
"90303990";"903039";"Outros aparelhos e instrumentos para medida/controle tensão, etc";"Oth.appar.and instrum.f/measuring/checking tension,etc"
"90304010";"903040";"Analisadores de protocolo, para telecomunicação";"Protocol analysers,for telecommunications"
"90304020";"903040";"Analisadores de nível seletivo, para telecomunicação";"Selective level analysers,for telecommunications"
"95030040";"950300";"Trens elétricos, incluindo os trilhos, sinais e outros acessórios";"Eletric trains of toy, includ. rail tracks, signs, accessories"
"95030050";"950300";"Modelos reduzidos, mesmo animados, em conjuntos para montagem, exceto os do item 9503.00.40 (trens elétricos)";"Reduced-size, of toy, for assembly kits"
"95030060";"950300";"Outros conjuntos e brinquedos, para construção";"Other kits and toys for construction"
"95030070";"950300";"Quebra-cabeças (""puzzles"")";"Puzzles"
"95030080";"950300";"Outros brinquedos, apresentados em sortidos ou em panóplias";"Other toys, put up in sets or outfits"
"95030091";"950300";"Instrumentos e aparelhos musicais, de brinquedo";"Toy musical instruments and apparatus"
"95030097";"950300";"Outros brinquedos, com motor elétrico";"Other toys with electric motor"
"90328925";"903289";"Controladores eletrônicos para sistema de injeção, automáticos";"Autom.electronic controllers f/injection systems"
"90328929";"903289";"Outros controladores eletrônicos automáticos para veículos automóveis";"Other autom.electronic controllers f/motor vehicles"
"90328930";"903289";"Equipamento digital automático para controle de veículos férreos";"Automatic digital equipment f/checking railway vehicles"
"96063000";"960630";"Formas e outras partes de botões e esboços de botões";"Button moulds and ot.parts of buttons and button blanks"
"96071100";"960711";"Fechos ecler (fechos de correr), com grampos de metal comum";"Slide fasteners with staples of base metal"
"96071900";"960719";"Outros fechos ecler (fechos de correr)";"Other slide fasteners"
"96072000";"960720";"Partes de fechos ecler (fechos de correr)";"Parts of slide fasteners"
"96081000";"960810";"Canetas esferográficas";"Ballpoint pens"
"96082000";"960820";"Canetas e marcadores, com ponta de feltro ou com outras pontas porosas";"Felt tipped/porous-tipped pens and markers"
"96083000";"960830";"Canetas-tinteiro e outras canetas";"Fountain pens and other pens"
"96083100";"960831";"Canetas para desenhar com nanquim";"Indian ink drawing pens"
"96083900";"960839";"Outras canetas-tinteiro";"Other fountain pens"
"96084000";"960840";"Lapiseiras";"Propelling or sliding pencils"
"96085000";"960850";"Sortidos de artigos de, pelo menos, duas das subposições precedentes (canetas e lapiseiras)";"Assortments of pens with propelling or sliding pencils"
"96086000";"960860";"Cargas com ponta, para canetas esferográficas";"Refills f/ball point pens,compr.ball point ink-reserv."
"96089100";"960891";"Penas (aparos) e suas pontas, para canetas-tinteiro";"Pen nibs and nib points, for fountain pens"
"87089490";"870894";"Outras partes, acessórios para tratores e veículos automóveis";"Other parts and access.f/tractors and motor vehicles"
"90185010";"901850";"Microscópios binoculares, dos tipos utilizados em cirurgia oftalmológica";"Binocular microsc.of a kind used in ophthalmic surgery"
"90185090";"901850";"Outros instrumentos e aparelhos de oftalmologia";"Other ophthalmic instruments and appliances"
"90189010";"901890";"Outros instrumentos e aparelhos para transfusão de sangue ou infusão intravenosa";"Instruments and appliances,f/blood transfusions,etc"
"90189021";"901890";"Bisturis elétricos";"Electric bistouries"
"90189029";"901890";"Outros bisturis";"Other bistouries"
"27101919";"271019";"Outros querosenes";"Other kerosene oils"
"27101921";"271019";"Gasóleo (óleo diesel)";"Diesel oil"
"27101922";"271019";"Fuel oil";"Fuel oil"
"27101929";"271019";"Outros óleos combustíveis";"Other fuel oils"
"27101931";"271019";"Óleos lubrificantes sem aditivos";"Lubricating oils without addictive"
"27101932";"271019";"Óleos lubrificantes com aditivos";"Lubricating oils with addictive"
"27101991";"271019";"Óleos minerais brancos (óleos de vaselina ou de parafina)";"White mineral oils (of vaseline/paraffin)"
"27101992";"271019";"Líquidos para transmissões hidráulicas";"Liquids for hydraulic transmissions"
"27101993";"271019";"Óleos para isolamento elétrico";"Oils for electric isolation"
"28415019";"284150";"Outros cromatos e dicromatos";"Other chromates and dichromate"
"28415020";"284150";"Peroxocromatos";"Peroxochromates"
"28416100";"284161";"Permanganato de potássio";"Potassium permanganates"
"28416910";"284169";"Manganitos";"Manganites"
"28416920";"284169";"Manganatos";"Manganates"
"28416930";"284169";"Outros permanganatos";"Other permanganates"
"28417010";"284170";"Molibdato de amônio";"Ammonium molybdate"
"28417020";"284170";"Molibdato de sódio";"Sodium molybdate"
"28417090";"284170";"Outros molibdatos";"Other molybdates"
"28418010";"284180";"Tungstato (volframato) de amônio";"Tungstate (wolframates) of ammonium"
"28418020";"284180";"Tungstato (volframato) de chumbo";"Tungstate (wolframates) of lead"
"28418090";"284180";"Outros tungstatos (volframatos)";"Other tungstates (wolframates)"
"28419011";"284190";"Titanato de chumbo";"Lead titanate"
"28419012";"284190";"Titanatos de bário ou de bismuto";"Titanate of barium or of bismuth"
"28419013";"284190";"Titanatos de cálcio ou de estrôncio";"Titanate of calcium or of stroncium"
"28419014";"284190";"Titanato de magnésio";"Magnesium titanate"
"28419015";"284190";"Titanatos de lantânio ou de neodímio";"Titanate of lanthanum or of neodymium"
"28419019";"284190";"Outros titanatos";"Other titanate"
"46019300";"460193";"Outras matérias para entrançar, de rotim";"Other materials for twisting, of rattan"
"46019400";"460194";"Outras matérias para entrançar de matérias vegetais";"Other materials for twisting, of vegetable materials"
"28371100";"283711";"Cianeto e oxicianeto de sódio";"Sodium cyanides and cyanide oxides"
"28371911";"283719";"Cianeto de potássio";"Potassium cyanide"
"28371912";"283719";"Cianeto de zinco";"Zinc cyanide"
"28371913";"283719";"Cianeto de mercúrio";"Cyanides of mercury"
"93011900";"930119";"Outras peças de artilharia";"Other artillery weapons"
"93012000";"930120";"Lança-mísseis, lança-chamas, lança-granadas, lança-torpedos e lançadores semelhantes";"Rocket launchers,flame-throwers,grenade launcher,etc"
"93019000";"930190";"Outras armas de guerra, exceto revólveres, pistolas e armas brancas.";"Other military weapons"
"93020000";"930200";"Revólveres e pistolas, exceto os das posições 93.03 ou 93.04";"Other revolvers and pistols"
"93031000";"930310";"Armas de fogo carregáveis exclusivamente pela boca";"Muzzle-loading firearms"
"93032000";"930320";"Outras espingardas e carabinas de caça ou de tiro ao alvo, com pelo menos um cano liso";"Sporting/hunting/target-shooting shotguns,smoot.barr>=1"
"93033000";"930330";"Outras espingardas e carabinas de caça ou de tiro ao alvo";"Other sporting/hunting/target-shooting shotguns"
"93039000";"930390";"Outras armas de fogo que utilizam deflagração da pólvora, etc.";"Oth.firearms which oper.by firing of an expl.charge,etc"
"93040000";"930400";"Outras armas (por exemplo, espingardas, carabinas e pistolas, de mola, de ar comprimido ou de gás, cassetetes), exceto as da posição 93.07";"Oth.arms (shotguns/carbines/pistols /truncheons)"
"93051000";"930510";"Partes e acessórios de revólveres ou pistolas";"Parts and accessories for revolvers/pistols"
"93052000";"930520";"Partes e acessórios de espingardas ou carabinas da posição 93.03";"Parts and accessories of shotguns or rifles (9303)"
"90248011";"902480";"Máquinas e aparelhos para ensaio de fios têxteis, automáticas";"Mach.and appliances f/testing yarn,automatic"
"81110020";"811100";"Chapas, folhas, tiras, fios, hastes, pastilhas e plaquetas, de manganês";"Plastes/strips/sheets/wires, etc.of manganese"
"81110090";"811100";"Outras obras de manganês, desperdícios e resíduos de manganês";"Manganese articles, including waste and scrap"
"84146000";"841460";"Coifas com dimensão horizontal máxima não superior a 120 cm";"Hoods having a maximum horizontal side <= 120cm"
"84148011";"841480";"Outros compressores de ar, estacionários, de pistão";"Other air compressors, stationary, of piston"
"84148012";"841480";"Outros compressores de ar, de parafuso";"Other air compressors, of screw"
"84148013";"841480";"Outros compressores de ar, de lóbulos paralelos (""roots"")";"Other air compressors, of parallel lobes (""roots"")"
"84148019";"841480";"Outros compressores de ar";"Other air compressors"
"84148021";"841480";"Turboalimentadores de ar, de peso inferior ou igual a 50 kg para motores das posições 84.07 ou 84.08 (motor a explosão/diesel), acionado pelos gases de escapamento dos mesmos";"Oth.superchargers, w<=50kg, f/motor explosion/diesel"
"84148022";"841480";"Turboalimentadores de ar, de peso superior a 50 kg para motores das posições 84.07 ou 84.08 (motor a explosão/diesel), acionados pelos gases de escapamento dos mesmos";"Other superchargers, w>50kg, f/motor explosion/diesel"
"84148029";"841480";"Outros turbocompressores de ar";"Other air tube compressors"
"84148031";"841480";"Outros compressores de gases, de pistão";"Other compressors of gas, of piston"
"84148032";"841480";"Outros compressores de gases, de parafuso";"Other compressors of gas, of screw"
"84148033";"841480";"Outros compressores de gases, centrífugos, de vazão máxima inferior a 22.000 m3/h";"Oth.compres.of gas, centrifugal, flow max<22000 m3/h"
"90312010";"903120";"Bancos de ensaio para motores";"Test benches for engines and motors"
"90312090";"903120";"Outros bancos de ensaio, exceto para motores";"Other test benches,except for engines and motors"
"90313000";"903130";"Projetores de perfis";"Profile projectors"
"90314100";"903141";"Outros instrumentos e aparelhos ópticos, para controle de plaquetas (wafers) ou de dispositivos semicondutores ou para controle de máscaras ou retículos utilizados na fabricação de dispositivos semicondutores";"Optical instruments and apparat.f/checking(wafers),etc"
"90314900";"903149";"Outros instrumentos e aparelhos ópticos";"Other optical instruments and apparatus"
"90314910";"903149";"Instrumentos e aparelhos para medida de parâmetros dimensionais de fibras de celulose, por meio de raios laser";"Laser instr.and appar.f/measur.dim.param.cellul.fibres"
"90278011";"902780";"Calorímetros";"Calorimeters"
"90278012";"902780";"Viscosímetros";"Viscosimeters"
"90278013";"902780";"Densitômetros";"Densitometers"
"90278014";"902780";"Aparelhos medidores de pH";"Ph-meters apparatus"
"90278020";"902780";"Espectrômetros de massa";"Mass spectrometers"
"90278030";"902780";"Polarógrafos";"Polarographs"
"90278090";"902780";"Outros instrumentos e aparelhos para análise/ensaio/medida, etc";"Oth.instrum.and appl.f/analysis/testing/measuring,etc"
"90278091";"902780";"Exposímetros";"Light meter"
"90278099";"902780";"Outros instrumentos e aparelhos para análise/ensaio/medida";"Other instrum.and appl.for analysis/testing/measuring,etc"
"90279010";"902790";"Microtomos";"Microtomes"
"90279091";"902790";"Partes e acessórios para espectrómetros de emissão óptica";"Parts and access.f/spectrometers of optical emission"
"90279092";"902790";"Partes e acessórios para espectrógrafos de emissão óptica";"Parts and access.f/spectrographs of optical emission"
